#time   energy normalisedChange momentum normalisedChange   
# 0 3.70164e+07 3.70164e+07  800000 0 0   461880 -0.57735 -0.57735
0 3.70164e+07 0  800000 0 0   0 0 0
76000 3.70184e+07 5.39699e-05  799986 -1.35357e-05 0   -1.80185e-05 -1.69196e-11 0
77000 3.70183e+07 5.23398e-05  799985 -1.35926e-05 0   -1.91948e-05 -1.69908e-11 0
78000 3.70183e+07 5.06175e-05  799984 -1.36479e-05 0   -2.04155e-05 -1.70598e-11 0
79000 3.70182e+07 4.87988e-05  799983 -1.37016e-05 0   -2.16836e-05 -1.7127e-11 0
80000 3.70181e+07 4.68788e-05  799982 -1.3754e-05 0   -2.30027e-05 -1.71925e-11 0
81000 3.70181e+07 4.48525e-05  799980 -1.38052e-05 0   -2.43764e-05 -1.72565e-11 0
82000 3.7018e+07 4.27138e-05  799979 -1.38555e-05 0   -2.58088e-05 -1.73194e-11 0
83000 3.70179e+07 4.04565e-05  799978 -1.3905e-05 0   -2.73043e-05 -1.73813e-11 0
84000 3.70178e+07 3.80738e-05  799977 -1.39539e-05 0   -2.88673e-05 -1.74424e-11 0
85000 3.70177e+07 3.55581e-05  799976 -1.40024e-05 0   -3.05029e-05 -1.7503e-11 0
86000 3.70176e+07 3.29016e-05  799974 -1.40505e-05 0   -3.22161e-05 -1.75631e-11 0
87000 3.70175e+07 3.00957e-05  799973 -1.40983e-05 0   -3.40125e-05 -1.76229e-11 0
88000 3.70174e+07 2.71313e-05  799971 -1.41462e-05 0   -3.58978e-05 -1.76828e-11 0
89000 3.70173e+07 2.39989e-05  799970 -1.41942e-05 0   -3.7878e-05 -1.77428e-11 0
90000 3.70172e+07 2.06884e-05  799968 -1.42426e-05 0   -3.99594e-05 -1.78033e-11 0
91000 3.7017e+07 1.71892e-05  799966 -1.42918e-05 0   -4.21487e-05 -1.78648e-11 0
92000 3.70169e+07 1.34901e-05  799964 -1.43425e-05 0   -4.44524e-05 -1.79281e-11 0
93000 3.70167e+07 9.57976e-06  799962 -1.43955e-05 0   -4.68777e-05 -1.79944e-11 0
94000 3.70166e+07 5.44607e-06  799960 -1.44522e-05 0   -4.94318e-05 -1.80652e-11 0
95000 3.70164e+07 1.07673e-06  799958 -1.45139e-05 0   -5.2122e-05 -1.81424e-11 0
96000 3.70163e+07 -3.54098e-06  799956 -1.45827e-05 0   -5.49558e-05 -1.82283e-11 0
97000 3.70161e+07 -8.42003e-06  799954 -1.46603e-05 0   -5.7941e-05 -1.83254e-11 0
98000 3.70159e+07 -1.35736e-05  799951 -1.47488e-05 0   -6.10853e-05 -1.8436e-11 0
99000 3.70157e+07 -1.90151e-05  799948 -1.48497e-05 0   -6.43964e-05 -1.85621e-11 0
100000 3.70155e+07 -2.47577e-05  799946 -1.49635e-05 0   -6.7882e-05 -1.87043e-11 0
101000 3.70153e+07 -3.08146e-05  799943 -1.50893e-05 0   -7.15498e-05 -1.88616e-11 0
102000 3.7015e+07 -3.71986e-05  799940 -1.52243e-05 0   -7.54072e-05 -1.90303e-11 0
103000 3.70148e+07 -4.39219e-05  799936 -1.53631e-05 0   -7.94612e-05 -1.92039e-11 0
104000 3.70145e+07 -5.09962e-05  799933 -1.54975e-05 0   -8.37187e-05 -1.93718e-11 0
105000 3.70142e+07 -5.84322e-05  799929 -1.5616e-05 0   -8.8186e-05 -1.95199e-11 0
106000 3.70139e+07 -6.62395e-05  799926 -1.57048e-05 0   -9.28689e-05 -1.9631e-11 0
107000 3.70136e+07 -7.44265e-05  799922 -1.57488e-05 0   -9.77726e-05 -1.9686e-11 0
108000 3.70133e+07 -8.30006e-05  799918 -1.57328e-05 0   -0.000102902 -1.9666e-11 0
109000 3.7013e+07 -9.19677e-05  799913 -1.56436e-05 0   -0.00010826 -1.95545e-11 0
110000 3.70126e+07 -0.000101333  799909 -1.54739e-05 0   -0.000113851 -1.93424e-11 0
111000 3.70123e+07 -0.0001111  799904 -1.52242e-05 0   -0.000119679 -1.90302e-11 0
112000 3.70119e+07 -0.000121272  799899 -1.49047e-05 0   -0.000125744 -1.86308e-11 0
113000 3.70115e+07 -0.000131852  799894 -1.45373e-05 0   -0.00013205 -1.81716e-11 0
114000 3.70111e+07 -0.000142843  799889 -1.41555e-05 0   -0.0001386 -1.76944e-11 0
115000 3.70107e+07 -0.000154249  799884 -1.38027e-05 0   -0.000145395 -1.72534e-11 0
116000 3.70102e+07 -0.000166075  799878 -1.35292e-05 0   -0.000152437 -1.69115e-11 0
117000 3.70098e+07 -0.000178324  799872 -1.3387e-05 0   -0.00015973 -1.67338e-11 0
118000 3.70093e+07 -0.000191004  799866 -1.34238e-05 0   -0.000167276 -1.67797e-11 0
119000 3.70088e+07 -0.00020412  799860 -1.36757e-05 0   -0.000175078 -1.70946e-11 0
120000 3.70083e+07 -0.00021768  799853 -1.4161e-05 0   -0.000183137 -1.77013e-11 0
121000 3.70078e+07 -0.000231691  799847 -1.48751e-05 0   -0.000191457 -1.85939e-11 0
122000 3.70073e+07 -0.000246158  799840 -1.57873e-05 0   -0.000200038 -1.97341e-11 0
123000 3.70067e+07 -0.000261086  799833 -1.68412e-05 0   -0.00020888 -2.10515e-11 0
124000 3.70062e+07 -0.000276476  799826 -1.79582e-05 0   -0.000217983 -2.24478e-11 0
125000 3.70056e+07 -0.000292326  799818 -1.90443e-05 0   -0.000227342 -2.38054e-11 0
126000 3.7005e+07 -0.00030863  799810 -1.99996e-05 0   -0.000236954 -2.49995e-11 0
127000 3.70043e+07 -0.000325376  799803 -2.07296e-05 0   -0.00024681 -2.5912e-11 0
128000 3.70037e+07 -0.000342549  799794 -2.11567e-05 0   -0.000256902 -2.64459e-11 0
129000 3.70031e+07 -0.000360128  799786 -2.12305e-05 0   -0.000267218 -2.65382e-11 0
130000 3.70024e+07 -0.000378088  799778 -2.09354e-05 0   -0.000277745 -2.61692e-11 0
131000 3.70017e+07 -0.000396401  799769 -2.02939e-05 0   -0.000288469 -2.53674e-11 0
132000 3.7001e+07 -0.000415034  799761 -1.93658e-05 0   -0.000299372 -2.42072e-11 0
133000 3.70003e+07 -0.000433954  799752 -1.82419e-05 0   -0.00031044 -2.28023e-11 0
134000 3.69996e+07 -0.000453127  799743 -1.70341e-05 0   -0.000321654 -2.12927e-11 0
135000 3.69989e+07 -0.000472517  799734 -1.58625e-05 0   -0.000332997 -1.98281e-11 0
136000 3.69982e+07 -0.000492091  799724 -1.48408e-05 0   -0.000344453 -1.8551e-11 0
137000 3.69974e+07 -0.000511818  799715 -1.40633e-05 0   -0.000356005 -1.75792e-11 0
138000 3.69967e+07 -0.000531666  799706 -1.35941e-05 0   -0.000367636 -1.69927e-11 0
139000 3.6996e+07 -0.000551607  799697 -1.34603e-05 0   -0.000379333 -1.68254e-11 0
140000 3.69952e+07 -0.000571613  799687 -1.36507e-05 0   -0.000391078 -1.70634e-11 0
141000 3.69945e+07 -0.000591658  799678 -1.41194e-05 0   -0.000402857 -1.76493e-11 0
142000 3.69937e+07 -0.000611718  799668 -1.47936e-05 0   -0.000414655 -1.8492e-11 0
143000 3.6993e+07 -0.000631766  799659 -1.55848e-05 0   -0.000426455 -1.94811e-11 0
144000 3.69923e+07 -0.000651778  799649 -1.64013e-05 0   -0.000438244 -2.05016e-11 0
145000 3.69915e+07 -0.000671728  799640 -1.71593e-05 0   -0.000450004 -2.14492e-11 0
146000 3.69908e+07 -0.000691592  799631 -1.77932e-05 0   -0.000461719 -2.22415e-11 0
147000 3.69901e+07 -0.000711342  799621 -1.82606e-05 0   -0.000473373 -2.28257e-11 0
148000 3.69893e+07 -0.000730953  799612 -1.85446e-05 0   -0.00048495 -2.31807e-11 0
149000 3.69886e+07 -0.000750397  799603 -1.86517e-05 0   -0.000496433 -2.33146e-11 0
150000 3.69879e+07 -0.000769648  799594 -1.86068e-05 0   -0.000507804 -2.32585e-11 0
151000 3.69872e+07 -0.000788679  799585 -1.84463e-05 0   -0.000519049 -2.30579e-11 0
152000 3.69865e+07 -0.000807463  799576 -1.82107e-05 0   -0.00053015 -2.27634e-11 0
153000 3.69858e+07 -0.000825974  799567 -1.79383e-05 0   -0.000541091 -2.24229e-11 0
154000 3.69851e+07 -0.000844184  799559 -1.76602e-05 0   -0.000551858 -2.20753e-11 0
155000 3.69845e+07 -0.000862067  799550 -1.73982e-05 0   -0.000562433 -2.17477e-11 0
156000 3.69838e+07 -0.000879598  799542 -1.71639e-05 0   -0.000572803 -2.14549e-11 0
157000 3.69832e+07 -0.000896751  799534 -1.6961e-05 0   -0.000582953 -2.12013e-11 0
158000 3.69826e+07 -0.000913501  799526 -1.67873e-05 0   -0.000592867 -2.09842e-11 0
159000 3.6982e+07 -0.000929822  799518 -1.6638e-05 0   -0.000602533 -2.07975e-11 0
160000 3.69814e+07 -0.000945692  799510 -1.65081e-05 0   -0.000611938 -2.06352e-11 0
161000 3.69808e+07 -0.000961087  799503 -1.63945e-05 0   -0.000621068 -2.04932e-11 0
162000 3.69803e+07 -0.000975988  799496 -1.62965e-05 0   -0.000629912 -2.03706e-11 0
163000 3.69797e+07 -0.000990374  799489 -1.62152e-05 0   -0.000638459 -2.0269e-11 0
164000 3.69792e+07 -0.00100423  799483 -1.6153e-05 0   -0.000646699 -2.01913e-11 0
165000 3.69787e+07 -0.00101753  799476 -1.61121e-05 0   -0.000654623 -2.01401e-11 0
166000 3.69783e+07 -0.00103028  799470 -1.60928e-05 0   -0.000662223 -2.0116e-11 0
167000 3.69778e+07 -0.00104245  799464 -1.60933e-05 0   -0.000669492 -2.01166e-11 0
168000 3.69774e+07 -0.00105403  799459 -1.6109e-05 0   -0.000676422 -2.01363e-11 0
169000 3.6977e+07 -0.00106502  799454 -1.61334e-05 0   -0.000683009 -2.01667e-11 0
170000 3.69766e+07 -0.00107541  799449 -1.61585e-05 0   -0.000689247 -2.01981e-11 0
171000 3.69762e+07 -0.00108519  799444 -1.61766e-05 0   -0.000695134 -2.02208e-11 0
172000 3.69759e+07 -0.00109436  799439 -1.61812e-05 0   -0.000700664 -2.02264e-11 0
173000 3.69756e+07 -0.00110291  799435 -1.61678e-05 0   -0.000705837 -2.02097e-11 0
174000 3.69753e+07 -0.00111084  799431 -1.61348e-05 0   -0.00071065 -2.01685e-11 0
175000 3.6975e+07 -0.00111815  799428 -1.60834e-05 0   -0.000715101 -2.01043e-11 0
176000 3.69748e+07 -0.00112483  799425 -1.60168e-05 0   -0.000719192 -2.0021e-11 0
177000 3.69745e+07 -0.0011309  799422 -1.59395e-05 0   -0.000722921 -1.99244e-11 0
178000 3.69743e+07 -0.00113635  799419 -1.58566e-05 0   -0.000726291 -1.98208e-11 0
179000 3.69742e+07 -0.00114118  799417 -1.57724e-05 0   -0.000729303 -1.97155e-11 0
180000 3.6974e+07 -0.0011454  799414 -1.56897e-05 0   -0.000731959 -1.96121e-11 0
181000 3.69739e+07 -0.00114901  799413 -1.56096e-05 0   -0.000734262 -1.9512e-11 0
182000 3.69737e+07 -0.00115203  799411 -1.55312e-05 0   -0.000736218 -1.9414e-11 0
183000 3.69737e+07 -0.00115445  799410 -1.54519e-05 0   -0.000737829 -1.93149e-11 0
184000 3.69736e+07 -0.00115629  799409 -1.53679e-05 0   -0.000739102 -1.92099e-11 0
185000 3.69735e+07 -0.00115755  799408 -1.52749e-05 0   -0.000740043 -1.90936e-11 0
186000 3.69735e+07 -0.00115826  799407 -1.51687e-05 0   -0.000740658 -1.89608e-11 0
187000 3.69735e+07 -0.00115842  799407 -1.50457e-05 0   -0.000740954 -1.88072e-11 0
188000 3.69735e+07 -0.00115804  799407 -1.49038e-05 0   -0.000740938 -1.86297e-11 0
189000 3.69736e+07 -0.00115714  799408 -1.47416e-05 0   -0.00074062 -1.8427e-11 0
190000 3.69736e+07 -0.00115574  799408 -1.45596e-05 0   -0.000740007 -1.81994e-11 0
191000 3.69737e+07 -0.00115384  799409 -1.43589e-05 0   -0.000739109 -1.79486e-11 0
192000 3.69738e+07 -0.00115148  799410 -1.4142e-05 0   -0.000737935 -1.76775e-11 0
193000 3.69739e+07 -0.00114865  799411 -1.39117e-05 0   -0.000736496 -1.73896e-11 0
194000 3.6974e+07 -0.00114538  799412 -1.36712e-05 0   -0.000734801 -1.7089e-11 0
195000 3.69741e+07 -0.0011417  799414 -1.34239e-05 0   -0.000732862 -1.67799e-11 0
196000 3.69743e+07 -0.00113761  799415 -1.31731e-05 0   -0.000730689 -1.64663e-11 0
197000 3.69744e+07 -0.00113314  799417 -1.29218e-05 0   -0.000728294 -1.61522e-11 0
198000 3.69746e+07 -0.00112831  799419 -1.26729e-05 0   -0.000725688 -1.58411e-11 0
199000 3.69748e+07 -0.00112314  799422 -1.2429e-05 0   -0.000722883 -1.55362e-11 0
200000 3.6975e+07 -0.00111764  799424 -1.21924e-05 0   -0.00071989 -1.52405e-11 0
201000 3.69752e+07 -0.00111185  799427 -1.19653e-05 0   -0.000716722 -1.49566e-11 0
202000 3.69755e+07 -0.00110577  799429 -1.17496e-05 0   -0.000713391 -1.4687e-11 0
203000 3.69757e+07 -0.00109944  799432 -1.1547e-05 0   -0.000709909 -1.44337e-11 0
204000 3.69759e+07 -0.00109286  799435 -1.13589e-05 0   -0.000706288 -1.41986e-11 0
205000 3.69762e+07 -0.00108607  799438 -1.11865e-05 0   -0.00070254 -1.39831e-11 0
206000 3.69764e+07 -0.00107908  799441 -1.10305e-05 0   -0.000698676 -1.37881e-11 0
207000 3.69767e+07 -0.00107192  799444 -1.08915e-05 0   -0.000694709 -1.36143e-11 0
208000 3.6977e+07 -0.0010646  799447 -1.07693e-05 0   -0.000690651 -1.34616e-11 0
209000 3.69773e+07 -0.00105714  799451 -1.06635e-05 0   -0.000686512 -1.33294e-11 0
210000 3.69775e+07 -0.00104957  799454 -1.05731e-05 0   -0.000682304 -1.32164e-11 0
211000 3.69778e+07 -0.0010419  799458 -1.04964e-05 0   -0.000678038 -1.31204e-11 0
212000 3.69781e+07 -0.00103415  799461 -1.04312e-05 0   -0.000673725 -1.3039e-11 0
213000 3.69784e+07 -0.00102634  799465 -1.03748e-05 0   -0.000669373 -1.29685e-11 0
214000 3.69787e+07 -0.00101848  799468 -1.0324e-05 0   -0.000664995 -1.2905e-11 0
215000 3.6979e+07 -0.00101059  799472 -1.02751e-05 0   -0.000660597 -1.28439e-11 0
216000 3.69793e+07 -0.0010027  799475 -1.02239e-05 0   -0.000656191 -1.27799e-11 0
217000 3.69796e+07 -0.0009948  799479 -1.01662e-05 0   -0.000651783 -1.27078e-11 0
218000 3.69799e+07 -0.000986919  799482 -1.00974e-05 0   -0.000647382 -1.26218e-11 0
219000 3.69802e+07 -0.000979065  799486 -1.00132e-05 0   -0.000642994 -1.25165e-11 0
220000 3.69804e+07 -0.00097125  799489 -9.90938e-06 0   -0.000638628 -1.23867e-11 0
221000 3.69807e+07 -0.000963485  799493 -9.7827e-06 0   -0.000634288 -1.22284e-11 0
222000 3.6981e+07 -0.000955779  799496 -9.63061e-06 0   -0.000629981 -1.20383e-11 0
223000 3.69813e+07 -0.00094814  799499 -9.45186e-06 0   -0.000625711 -1.18148e-11 0
224000 3.69816e+07 -0.000940575  799503 -9.24676e-06 0   -0.000621482 -1.15585e-11 0
225000 3.69819e+07 -0.00093309  799506 -9.01742e-06 0   -0.000617299 -1.12718e-11 0
226000 3.69821e+07 -0.000925692  799509 -8.76792e-06 0   -0.000613165 -1.09599e-11 0
227000 3.69824e+07 -0.000918384  799513 -8.53226e-06 0   -0.000609084 -1.06653e-11 0
228000 3.69827e+07 -0.000911171  799516 -8.28555e-06 0   -0.000605056 -1.03569e-11 0
229000 3.69829e+07 -0.000904056  799519 -8.00971e-06 0   -0.000601086 -1.00121e-11 0
230000 3.69832e+07 -0.000897042  799522 -7.7489e-06 0   -0.000597175 -9.68613e-12 0
231000 3.69834e+07 -0.000890133  799525 -7.51489e-06 0   -0.000593324 -9.39361e-12 0
232000 3.69837e+07 -0.00088333  799528 -7.31861e-06 0   -0.000589535 -9.14826e-12 0
233000 3.69839e+07 -0.000876636  799531 -7.16923e-06 0   -0.00058581 -8.96154e-12 0
234000 3.69842e+07 -0.000870053  799534 -7.1002e-06 0   -0.00058215 -8.87525e-12 0
235000 3.69844e+07 -0.000863585  799537 -7.08212e-06 0   -0.000578556 -8.85265e-12 0
236000 3.69847e+07 -0.000857233  799540 -7.11366e-06 0   -0.000575029 -8.89208e-12 0
237000 3.69849e+07 -0.000851  799543 -7.18927e-06 0   -0.00057157 -8.98659e-12 0
238000 3.69851e+07 -0.000844886  799545 -7.29897e-06 0   -0.00056818 -9.12371e-12 0
239000 3.69853e+07 -0.000838895  799548 -7.42861e-06 0   -0.000564857 -9.28577e-12 0
240000 3.69856e+07 -0.000833026  799551 -7.56061e-06 0   -0.000561604 -9.45076e-12 0
241000 3.69858e+07 -0.000827281  799553 -7.67507e-06 0   -0.000558419 -9.59384e-12 0
242000 3.6986e+07 -0.000821658  799556 -7.75134e-06 0   -0.000555301 -9.68917e-12 0
243000 3.69862e+07 -0.000816155  799558 -7.76986e-06 0   -0.00055225 -9.71233e-12 0
244000 3.69864e+07 -0.000810771  799561 -7.71424e-06 0   -0.000549263 -9.6428e-12 0
245000 3.69866e+07 -0.000805501  799563 -7.57307e-06 0   -0.000546337 -9.46634e-12 0
246000 3.69868e+07 -0.000800341  799565 -7.3417e-06 0   -0.000543471 -9.17712e-12 0
247000 3.6987e+07 -0.000795285  799567 -7.02324e-06 0   -0.000540662 -8.77905e-12 0
248000 3.69871e+07 -0.000790327  799570 -6.62905e-06 0   -0.000537905 -8.28631e-12 0
249000 3.69873e+07 -0.000785459  799572 -6.1783e-06 0   -0.000535198 -7.72288e-12 0
250000 3.69875e+07 -0.000780674  799574 -5.69669e-06 0   -0.000532536 -7.12087e-12 0
251000 3.69877e+07 -0.000775965  799576 -5.21433e-06 0   -0.000529917 -6.51791e-12 0
252000 3.69878e+07 -0.000771326  799578 -4.76297e-06 0   -0.000527336 -5.95371e-12 0
253000 3.6988e+07 -0.00076675  799580 -4.37299e-06 0   -0.000524792 -5.46623e-12 0
254000 3.69882e+07 -0.000762231  799582 -4.07009e-06 0   -0.00052228 -5.08762e-12 0
255000 3.69883e+07 -0.000757766  799584 -3.87263e-06 0   -0.000519799 -4.84078e-12 0
256000 3.69885e+07 -0.00075335  799586 -3.78939e-06 0   -0.000517346 -4.73674e-12 0
257000 3.69887e+07 -0.000748982  799588 -3.81854e-06 0   -0.000514922 -4.77317e-12 0
258000 3.69888e+07 -0.000744659  799590 -3.94757e-06 0   -0.000512523 -4.93447e-12 0
259000 3.6989e+07 -0.000740381  799592 -4.15463e-06 0   -0.00051015 -5.19329e-12 0
260000 3.69891e+07 -0.000736147  799594 -4.4108e-06 0   -0.000507802 -5.51351e-12 0
261000 3.69893e+07 -0.000731958  799596 -4.68331e-06 0   -0.000505478 -5.85414e-12 0
262000 3.69895e+07 -0.000727812  799597 -4.93915e-06 0   -0.000503177 -6.17393e-12 0
263000 3.69896e+07 -0.000723711  799599 -5.14871e-06 0   -0.0005009 -6.43589e-12 0
264000 3.69898e+07 -0.000719652  799601 -5.289e-06 0   -0.000498645 -6.61126e-12 0
265000 3.69899e+07 -0.000715635  799603 -5.34594e-06 0   -0.000496411 -6.68243e-12 0
266000 3.699e+07 -0.000711658  799605 -5.31556e-06 0   -0.000494198 -6.64445e-12 0
267000 3.69902e+07 -0.000707718  799606 -5.20392e-06 0   -0.000492003 -6.5049e-12 0
268000 3.69903e+07 -0.000703813  799608 -5.0258e-06 0   -0.000489826 -6.28225e-12 0
269000 3.69905e+07 -0.00069994  799610 -4.80231e-06 0   -0.000487666 -6.00289e-12 0
270000 3.69906e+07 -0.000696096  799612 -4.55793e-06 0   -0.00048552 -5.69741e-12 0
